0,1,2,3,4,5,6,7,8,estado
b,b,b,b,b,b,b,x,b,tem jogo
b,b,x,o,x,b,x,o,b,x vence
b,x,o,b,x,o,b,x,b,x vence
o,b,o,o,x,b,x,x,x,x vence
b,o,b,b,b,b,b,b,b,tem jogo
b,x,x,o,x,b,x,o,o,x vence
b,x,b,b,b,o,b,b,o,tem jogo
b,b,o,x,x,x,o,b,b,x vence
b,b,o,b,b,b,b,b,b,tem jogo
o,b,b,b,x,b,o,x,b,tem jogo
b,b,b,b,b,b,b,b,o,tem jogo
x,o,b,b,x,o,o,x,x,x vence
b,b,b,b,x,o,x,b,b,tem jogo
x,b,x,o,o,x,b,o,x,x vence
b,b,b,b,b,o,b,b,b,tem jogo
x,x,b,x,b,b,o,o,o,o vence
x,o,b,o,b,x,b,o,b,tem jogo
b,b,b,b,x,b,b,b,b,tem jogo
x,o,o,b,x,b,x,o,x,x vence
o,x,x,o,o,x,o,x,b,o vence
x,b,b,o,o,o,b,x,x,o vence
b,b,o,x,b,b,o,b,b,tem jogo
x,b,b,x,x,o,x,o,o,x vence
o,b,b,o,b,b,x,x,x,x vence
x,o,x,o,x,b,b,x,o,tem jogo
b,b,o,b,b,b,x,b,b,tem jogo
b,b,b,b,b,x,b,o,b,tem jogo
x,o,b,b,x,b,o,b,b,tem jogo
o,o,x,b,o,b,x,x,x,x vence
b,x,x,b,o,o,b,b,o,tem jogo
x,x,o,x,x,b,o,o,o,o vence
x,x,o,o,o,x,x,o,x,empate
o,o,x,b,x,x,x,b,o,x vence
x,o,o,b,x,b,b,b,x,x vence
o,b,x,b,o,x,o,x,x,x vence
o,b,x,x,o,x,b,o,x,x vence
b,o,b,x,x,x,o,b,b,x vence
b,o,b,b,o,b,x,b,x,tem jogo
x,o,b,x,x,b,o,o,x,x vence
x,x,b,b,x,b,o,o,o,o vence
o,b,b,o,x,x,o,b,x,o vence
b,x,o,x,o,b,o,x,b,o vence
x,b,o,b,b,o,x,x,o,o vence
o,o,o,x,b,x,b,b,x,o vence
b,b,o,x,b,b,b,o,b,tem jogo
x,x,o,b,x,o,x,o,o,o vence
x,b,b,o,x,b,o,b,x,x vence
x,o,b,x,x,o,o,b,x,x vence
o,b,o,x,o,x,x,x,o,o vence
b,b,b,b,b,b,b,b,o,tem jogo
x,x,b,x,b,o,x,o,o,x vence
b,b,b,b,b,o,b,b,b,tem jogo
b,b,b,b,b,b,b,b,b,tem jogo
b,b,x,x,o,x,o,o,x,x vence
b,o,x,b,o,x,b,b,x,x vence
b,o,x,o,x,x,x,o,b,x vence
o,x,b,o,x,o,x,x,b,x vence
x,x,b,o,o,o,x,b,b,o vence
o,o,o,b,b,x,x,b,x,o vence
o,o,x,o,x,x,x,x,o,x vence
b,x,o,b,x,b,b,x,o,x vence
x,x,x,x,b,o,o,b,o,x vence
b,x,o,x,b,o,b,x,o,o vence
x,x,b,b,b,x,o,o,o,o vence
x,x,o,b,b,o,b,x,o,o vence
x,o,x,b,o,o,x,o,x,o vence
o,o,o,x,x,b,b,x,b,o vence
b,b,b,b,x,x,b,o,b,tem jogo
x,x,b,o,o,o,b,x,b,o vence
b,o,b,o,x,o,x,x,x,x vence
x,o,b,o,x,b,b,b,x,x vence
b,b,b,x,b,o,o,b,x,tem jogo
b,x,b,o,o,o,b,x,x,o vence
o,x,b,x,o,x,b,b,o,o vence
x,x,o,x,o,o,x,b,b,x vence
b,b,b,b,b,b,b,b,b,tem jogo
o,o,o,x,b,b,x,b,x,o vence
b,x,x,o,x,o,o,x,b,x vence
b,x,b,b,b,b,x,b,o,tem jogo
b,b,b,o,b,b,b,b,b,tem jogo
o,o,x,x,x,x,b,b,o,x vence
x,x,o,o,x,o,o,x,x,x vence
x,o,x,o,o,x,o,x,x,x vence
x,o,o,o,x,x,x,x,o,empate
x,b,x,o,o,o,x,b,b,o vence
x,b,o,o,x,o,x,x,o,o vence
x,x,b,o,x,x,o,o,o,o vence
o,x,x,o,x,o,x,b,b,x vence
o,x,x,b,o,x,o,x,o,o vence
b,b,b,b,b,o,b,b,b,tem jogo
o,o,o,b,x,x,x,x,o,o vence
x,b,b,x,o,o,x,x,o,x vence
x,x,o,o,x,o,b,x,b,x vence
o,x,o,o,b,x,o,x,x,o vence
x,x,b,b,b,o,x,o,b,tem jogo
o,b,x,x,o,b,x,b,o,o vence
b,x,o,b,o,b,o,x,x,o vence
x,x,x,x,b,o,o,o,b,x vence
o,b,x,b,x,b,o,o,x,tem jogo
o,b,b,x,o,o,x,b,b,tem jogo
b,b,x,o,o,o,b,x,x,o vence
x,o,b,x,b,x,o,o,x,tem jogo
x,o,x,x,o,x,o,x,o,empate
x,x,x,b,b,o,x,o,o,x vence
b,b,b,b,b,b,b,b,o,tem jogo
o,b,b,b,b,b,b,o,x,tem jogo
b,b,b,b,b,b,b,x,b,tem jogo
x,x,o,o,x,o,x,o,x,x vence
o,b,o,x,b,b,b,x,x,tem jogo
o,b,x,x,o,x,b,b,o,o vence
b,b,b,b,b,b,b,b,x,tem jogo
o,x,x,x,o,o,x,o,x,empate
x,o,b,o,x,o,b,x,x,x vence
x,x,o,b,b,o,x,b,o,o vence
b,x,b,b,b,x,b,b,o,tem jogo
o,x,b,x,o,b,b,x,o,o vence
x,o,o,x,x,x,b,o,b,x vence
o,o,b,o,x,x,o,x,x,o vence
x,b,o,x,o,b,o,b,x,o vence
o,x,o,b,x,x,o,x,b,x vence
o,x,x,x,o,b,x,o,o,o vence
x,o,x,x,o,b,x,b,o,x vence
b,x,o,x,o,x,o,x,o,o vence
o,x,x,o,x,b,o,b,b,o vence
o,x,o,o,x,x,o,b,x,o vence
b,o,b,x,o,x,b,o,x,o vence
b,o,b,x,o,b,x,o,x,o vence
b,b,b,b,b,b,b,b,b,tem jogo
o,b,b,x,o,o,x,x,x,x vence
b,b,b,b,b,b,b,b,b,tem jogo
x,b,o,b,x,o,b,b,x,x vence
o,x,x,x,o,o,b,x,o,o vence
b,o,x,b,x,b,x,b,o,x vence
o,x,b,o,b,x,o,x,b,o vence
x,x,o,x,o,o,o,b,x,o vence
o,x,x,o,x,x,x,o,o,x vence
x,x,o,x,b,x,o,o,o,o vence
o,x,b,x,x,x,o,b,o,x vence
b,b,b,b,b,b,b,b,b,tem jogo
x,o,x,o,x,b,b,o,x,x vence
b,x,x,b,b,o,b,o,x,tem jogo
x,x,x,o,o,x,o,b,b,x vence
o,x,o,b,x,b,o,x,x,x vence
x,x,o,x,o,o,o,x,b,o vence
b,x,x,x,o,x,o,o,o,o vence
o,x,o,b,x,b,x,x,o,x vence
b,x,x,b,o,x,x,x,b,possibilidade de fim de jogo
x,b,b,b,x,b,o,x,x,possibilidade de fim de jogo
x,x,x,b,b,x,b,x,b,possibilidade de fim de jogo
b,b,b,o,x,o,b,o,x,possibilidade de fim de jogo
x,b,o,o,o,x,x,o,x,possibilidade de fim de jogo
x,o,x,o,o,b,o,x,b,possibilidade de fim de jogo
o,b,x,b,x,x,b,x,o,possibilidade de fim de jogo
o,o,x,b,o,b,b,b,x,possibilidade de fim de jogo
b,b,x,b,b,x,x,o,o,possibilidade de fim de jogo
o,b,b,b,x,b,o,x,x,possibilidade de fim de jogo
x,b,o,o,b,o,x,o,x,possibilidade de fim de jogo
x,b,b,b,o,b,b,o,b,possibilidade de fim de jogo
o,o,x,x,b,o,x,x,x,possibilidade de fim de jogo
x,b,x,b,o,b,x,o,o,possibilidade de fim de jogo
b,o,b,o,b,x,b,b,x,possibilidade de fim de jogo
b,b,o,b,o,x,o,o,x,possibilidade de fim de jogo
o,x,b,b,o,b,x,b,x,possibilidade de fim de jogo
b,o,b,b,b,x,x,o,x,possibilidade de fim de jogo
b,b,x,b,o,o,x,x,o,possibilidade de fim de jogo
o,x,x,x,b,x,x,b,o,possibilidade de fim de jogo
x,b,x,x,b,o,b,x,o,possibilidade de fim de jogo
o,o,b,b,o,o,b,o,x,possibilidade de fim de jogo
x,x,x,o,x,b,b,x,b,possibilidade de fim de jogo
x,x,x,b,b,x,x,x,x,possibilidade de fim de jogo
o,x,b,x,o,b,o,x,b,possibilidade de fim de jogo
x,b,b,b,o,x,o,o,x,possibilidade de fim de jogo
x,x,b,o,o,o,o,o,b,possibilidade de fim de jogo
x,b,b,b,x,x,o,b,o,possibilidade de fim de jogo
x,x,x,x,b,o,x,o,x,possibilidade de fim de jogo
o,o,x,x,o,b,x,x,b,possibilidade de fim de jogo
b,x,x,x,x,o,o,o,x,possibilidade de fim de jogo
o,b,b,b,b,b,o,x,x,possibilidade de fim de jogo
o,x,x,b,b,b,x,b,o,possibilidade de fim de jogo
x,x,b,o,b,b,x,x,b,possibilidade de fim de jogo
x,x,x,b,x,b,x,o,x,possibilidade de fim de jogo
b,x,b,b,x,b,x,o,b,possibilidade de fim de jogo
b,b,b,o,o,x,b,b,o,possibilidade de fim de jogo
x,o,o,x,b,b,o,o,o,possibilidade de fim de jogo
x,x,o,b,b,x,x,b,x,possibilidade de fim de jogo
b,o,x,o,x,x,o,o,x,possibilidade de fim de jogo
o,b,b,o,b,b,b,x,b,possibilidade de fim de jogo
b,o,b,x,x,o,x,x,b,possibilidade de fim de jogo
b,b,o,b,o,o,x,x,b,possibilidade de fim de jogo
b,x,b,x,o,b,b,x,o,possibilidade de fim de jogo
x,x,o,o,x,o,x,b,x,possibilidade de fim de jogo
b,x,o,b,o,b,b,x,x,possibilidade de fim de jogo
x,x,o,x,x,b,o,o,b,possibilidade de fim de jogo
b,x,o,x,b,x,o,x,o,possibilidade de fim de jogo
x,x,o,o,o,x,x,x,b,possibilidade de fim de jogo
x,o,o,o,x,o,o,b,b,possibilidade de fim de jogo
o,b,b,o,x,x,o,x,b,possibilidade de fim de jogo
o,x,x,b,o,o,b,o,o,possibilidade de fim de jogo
b,b,x,o,b,x,o,x,b,possibilidade de fim de jogo
x,o,o,x,b,o,b,o,b,possibilidade de fim de jogo
x,b,o,b,o,b,o,o,o,possibilidade de fim de jogo
b,x,b,b,o,o,b,x,o,possibilidade de fim de jogo
o,x,o,b,b,b,o,o,o,possibilidade de fim de jogo
o,b,x,b,o,b,x,b,x,possibilidade de fim de jogo
o,b,b,b,b,o,x,x,b,possibilidade de fim de jogo
o,x,x,x,x,x,x,o,b,possibilidade de fim de jogo
o,o,x,x,b,b,x,x,o,possibilidade de fim de jogo
x,x,b,b,o,x,b,x,x,possibilidade de fim de jogo
o,x,o,b,b,b,b,o,o,possibilidade de fim de jogo
b,b,b,o,b,o,x,b,o,possibilidade de fim de jogo
o,o,x,b,o,b,o,b,x,possibilidade de fim de jogo
o,o,x,b,o,x,o,o,o,possibilidade de fim de jogo
b,x,x,x,x,o,b,x,b,possibilidade de fim de jogo
x,x,o,o,o,b,o,o,x,possibilidade de fim de jogo
x,o,o,b,b,x,b,o,o,possibilidade de fim de jogo
x,o,o,o,o,b,b,b,b,possibilidade de fim de jogo
b,x,o,x,o,o,o,x,o,possibilidade de fim de jogo
b,x,o,b,b,b,x,x,b,possibilidade de fim de jogo
x,b,b,x,o,x,b,x,b,possibilidade de fim de jogo
x,x,x,x,x,b,x,x,x,possibilidade de fim de jogo
o,b,x,b,x,o,b,o,o,possibilidade de fim de jogo
x,b,b,b,b,x,x,o,x,possibilidade de fim de jogo
b,x,o,b,b,o,o,b,x,possibilidade de fim de jogo
x,b,b,b,x,x,b,o,b,possibilidade de fim de jogo
b,x,b,x,o,b,o,b,o,possibilidade de fim de jogo
x,b,b,o,x,o,o,x,o,possibilidade de fim de jogo
o,b,o,b,x,o,x,b,b,possibilidade de fim de jogo
b,o,b,b,o,o,o,b,b,possibilidade de fim de jogo
o,o,x,x,o,o,x,o,b,possibilidade de fim de jogo
b,b,o,o,x,o,o,x,o,possibilidade de fim de jogo
x,o,o,o,o,b,b,o,b,possibilidade de fim de jogo
x,b,x,x,x,b,o,o,b,possibilidade de fim de jogo
x,b,o,b,b,o,o,x,x,possibilidade de fim de jogo
o,x,o,b,x,o,b,b,o,possibilidade de fim de jogo
o,b,b,o,o,b,b,o,o,possibilidade de fim de jogo
b,o,o,o,o,x,x,b,x,possibilidade de fim de jogo
o,x,b,b,b,x,x,x,b,possibilidade de fim de jogo
o,o,b,b,b,b,o,x,x,possibilidade de fim de jogo
o,x,o,x,o,x,b,b,x,possibilidade de fim de jogo
x,x,b,o,o,o,o,o,x,possibilidade de fim de jogo
x,o,o,x,x,o,o,x,b,possibilidade de fim de jogo
b,b,x,x,x,b,o,x,x,possibilidade de fim de jogo
x,b,o,b,b,b,x,b,o,possibilidade de fim de jogo
o,o,o,b,o,o,b,b,x,possibilidade de fim de jogo
b,b,x,x,b,x,o,b,x,possibilidade de fim de jogo
x,x,x,b,x,x,x,o,o,possibilidade de fim de jogo
b,b,o,o,x,x,o,b,o,possibilidade de fim de jogo
b,o,x,b,x,o,b,b,b,possibilidade de fim de jogo
x,o,x,b,x,b,x,o,x,possibilidade de fim de jogo
x,x,x,o,b,b,b,o,o,possibilidade de fim de jogo
x,o,b,o,b,o,o,b,b,possibilidade de fim de jogo
o,o,x,b,x,o,b,o,b,possibilidade de fim de jogo
o,x,x,x,b,b,b,x,b,possibilidade de fim de jogo
o,b,x,x,o,b,b,o,o,possibilidade de fim de jogo
x,b,o,b,o,x,o,o,o,possibilidade de fim de jogo
o,o,b,x,x,o,o,b,o,possibilidade de fim de jogo
o,b,o,b,x,o,x,o,o,possibilidade de fim de jogo
o,x,o,b,x,b,b,o,o,possibilidade de fim de jogo
x,x,b,o,b,o,b,o,x,possibilidade de fim de jogo
x,o,b,x,o,o,b,o,x,possibilidade de fim de jogo
x,b,b,x,b,x,o,b,x,possibilidade de fim de jogo
b,o,x,x,x,o,x,b,x,possibilidade de fim de jogo
o,b,o,b,b,o,o,o,o,possibilidade de fim de jogo
x,o,b,x,o,x,b,b,b,possibilidade de fim de jogo
x,x,o,o,o,b,o,x,o,possibilidade de fim de jogo
b,o,b,b,b,o,x,o,b,possibilidade de fim de jogo
o,o,o,b,b,o,o,o,x,possibilidade de fim de jogo
b,x,b,o,x,o,x,o,b,possibilidade de fim de jogo
o,b,o,o,b,b,x,o,x,possibilidade de fim de jogo
x,b,b,o,x,o,x,b,o,possibilidade de fim de jogo
x,b,x,o,b,x,x,o,o,possibilidade de fim de jogo
o,o,b,b,o,b,x,b,x,possibilidade de fim de jogo
x,b,b,o,x,b,x,o,x,possibilidade de fim de jogo
b,b,x,o,x,b,o,x,x,possibilidade de fim de jogo
o,x,o,o,o,o,x,x,b,possibilidade de fim de jogo
o,b,b,x,x,x,x,b,o,possibilidade de fim de jogo
b,b,x,o,b,x,x,o,b,possibilidade de fim de jogo
o,o,o,b,x,o,o,b,b,possibilidade de fim de jogo
x,x,o,o,b,o,b,o,b,possibilidade de fim de jogo
b,o,b,o,b,o,x,b,o,possibilidade de fim de jogo
o,x,b,b,b,x,b,b,o,possibilidade de fim de jogo
o,x,b,o,x,b,x,b,o,possibilidade de fim de jogo
b,b,b,b,x,b,x,b,b,possibilidade de fim de jogo
x,o,o,x,b,o,b,x,x,possibilidade de fim de jogo
o,o,b,o,x,x,x,b,o,possibilidade de fim de jogo
b,b,o,x,o,o,o,b,o,possibilidade de fim de jogo
x,o,x,x,x,b,b,b,o,possibilidade de fim de jogo
b,o,x,o,x,o,b,x,o,possibilidade de fim de jogo
o,b,b,b,o,b,o,b,o,possibilidade de fim de jogo
x,b,x,o,x,b,b,o,b,possibilidade de fim de jogo
x,b,x,b,o,b,o,b,o,possibilidade de fim de jogo
b,x,o,o,o,b,b,b,b,possibilidade de fim de jogo
o,b,b,b,x,o,b,x,o,possibilidade de fim de jogo
b,o,o,x,b,o,x,o,o,possibilidade de fim de jogo
x,o,x,b,o,b,b,o,x,possibilidade de fim de jogo
o,o,x,x,o,x,b,x,b,possibilidade de fim de jogo
b,b,x,x,o,x,x,b,x,possibilidade de fim de jogo
x,b,x,b,x,x,o,x,b,possibilidade de fim de jogo
x,o,x,x,b,o,x,x,b,possibilidade de fim de jogo
x,x,x,o,x,b,o,x,x,possibilidade de fim de jogo
o,x,x,b,o,b,x,b,x,possibilidade de fim de jogo
o,o,o,b,b,x,o,b,x,possibilidade de fim de jogo
x,o,o,o,b,x,o,b,o,possibilidade de fim de jogo
x,x,o,b,x,x,x,o,b,possibilidade de fim de jogo
b,b,b,b,o,o,b,b,o,possibilidade de fim de jogo
o,b,b,o,x,b,x,b,b,possibilidade de fim de jogo
b,b,x,o,o,x,o,o,o,possibilidade de fim de jogo
o,o,b,x,o,o,o,b,o,possibilidade de fim de jogo
o,x,b,o,x,x,x,x,o,possibilidade de fim de jogo
x,b,b,o,x,b,x,b,b,possibilidade de fim de jogo
x,o,b,o,o,x,b,b,x,possibilidade de fim de jogo
x,b,o,x,x,o,b,o,x,possibilidade de fim de jogo
o,b,x,o,b,b,b,b,b,possibilidade de fim de jogo
b,x,b,b,b,o,x,x,o,possibilidade de fim de jogo
b,o,o,o,x,x,x,b,b,possibilidade de fim de jogo
o,x,x,b,b,x,x,b,b,possibilidade de fim de jogo
x,o,o,o,o,x,o,o,b,possibilidade de fim de jogo
o,b,b,x,x,x,x,b,x,possibilidade de fim de jogo
b,x,o,o,b,o,o,b,o,possibilidade de fim de jogo
o,o,x,b,x,o,o,x,o,possibilidade de fim de jogo
b,b,b,o,b,b,o,x,x,possibilidade de fim de jogo
o,b,x,x,x,o,x,x,o,possibilidade de fim de jogo
o,o,x,x,o,b,o,x,x,possibilidade de fim de jogo
o,b,o,b,b,o,o,x,o,possibilidade de fim de jogo
x,x,o,b,o,b,x,o,o,possibilidade de fim de jogo
b,o,x,o,x,x,b,b,x,possibilidade de fim de jogo
b,b,x,o,o,b,b,x,x,possibilidade de fim de jogo
x,x,o,x,x,b,x,b,x,possibilidade de fim de jogo
x,b,o,o,b,b,o,b,b,possibilidade de fim de jogo
b,b,b,o,b,o,x,o,x,possibilidade de fim de jogo
o,o,b,o,o,b,x,o,b,possibilidade de fim de jogo
b,x,o,b,b,x,o,b,o,possibilidade de fim de jogo
b,x,x,o,x,o,b,x,b,possibilidade de fim de jogo
b,x,x,x,b,o,o,b,b,possibilidade de fim de jogo
b,x,o,o,o,o,o,o,b,possibilidade de fim de jogo
b,x,b,b,o,x,o,x,b,possibilidade de fim de jogo
b,o,o,o,b,b,b,x,o,possibilidade de fim de jogo
x,b,b,x,o,o,b,b,b,possibilidade de fim de jogo
o,x,b,b,b,b,b,x,b,possibilidade de fim de jogo
b,o,b,o,x,o,o,x,x,possibilidade de fim de jogo
b,b,b,b,x,b,o,b,x,possibilidade de fim de jogo
b,o,x,x,x,b,b,x,b,possibilidade de fim de jogo
o,b,o,x,b,x,o,o,x,possibilidade de fim de jogo
o,b,b,o,o,o,o,b,b,possibilidade de fim de jogo
o,x,x,b,x,o,x,b,o,possibilidade de fim de jogo
o,b,x,b,b,x,o,x,x,possibilidade de fim de jogo
o,o,b,x,o,x,x,o,o,possibilidade de fim de jogo
x,o,x,o,b,o,x,o,x,possibilidade de fim de jogo
o,x,x,o,x,b,b,o,x,possibilidade de fim de jogo
x,x,o,o,b,x,b,o,o,possibilidade de fim de jogo
b,x,x,x,o,x,x,b,b,possibilidade de fim de jogo
x,o,b,b,o,x,x,o,b,possibilidade de fim de jogo
b,x,b,b,b,x,b,x,o,possibilidade de fim de jogo
b,x,b,o,x,b,b,b,b,possibilidade de fim de jogo
b,x,o,o,x,b,o,o,o,possibilidade de fim de jogo
b,x,o,x,o,x,b,b,b,possibilidade de fim de jogo
x,b,b,o,x,x,o,b,o,possibilidade de fim de jogo
b,x,b,o,b,o,b,x,x,possibilidade de fim de jogo
o,o,b,o,b,o,o,x,b,possibilidade de fim de jogo
x,o,o,x,b,o,o,x,o,possibilidade de fim de jogo
o,o,b,o,o,o,x,o,b,possibilidade de fim de jogo
o,o,b,o,x,b,o,x,o,possibilidade de fim de jogo
o,o,o,b,b,o,x,b,o,possibilidade de fim de jogo
o,o,x,b,o,b,o,o,b,possibilidade de fim de jogo
x,x,b,b,o,o,b,b,b,possibilidade de fim de jogo
x,x,x,b,b,o,x,x,x,possibilidade de fim de jogo
x,b,o,o,o,b,x,b,x,possibilidade de fim de jogo
b,o,o,o,o,x,b,x,b,possibilidade de fim de jogo
o,o,o,b,o,x,x,x,b,possibilidade de fim de jogo
x,o,b,o,b,x,o,o,b,possibilidade de fim de jogo
o,x,b,o,b,o,x,x,x,possibilidade de fim de jogo
x,o,x,b,o,x,b,o,b,possibilidade de fim de jogo
o,b,x,b,b,o,o,x,b,possibilidade de fim de jogo
b,b,b,x,o,b,x,x,x,possibilidade de fim de jogo
x,x,o,x,o,b,b,o,o,possibilidade de fim de jogo
b,x,b,x,x,o,o,b,b,possibilidade de fim de jogo
o,b,o,o,b,x,x,o,b,possibilidade de fim de jogo
x,o,o,b,b,o,x,b,b,possibilidade de fim de jogo
b,x,x,o,b,x,x,b,x,possibilidade de fim de jogo
o,x,x,o,b,x,o,b,o,possibilidade de fim de jogo
x,o,x,b,b,o,x,b,o,possibilidade de fim de jogo
x,b,b,b,b,o,b,x,x,possibilidade de fim de jogo
x,x,b,b,o,b,x,b,o,possibilidade de fim de jogo
b,b,x,o,b,b,o,b,o,possibilidade de fim de jogo
o,x,b,o,o,o,x,b,x,possibilidade de fim de jogo
x,o,o,o,o,x,o,b,x,possibilidade de fim de jogo
o,b,o,b,o,o,x,o,b,possibilidade de fim de jogo
x,x,x,o,o,b,o,x,x,possibilidade de fim de jogo
o,b,b,o,x,x,o,b,o,possibilidade de fim de jogo
x,b,o,x,x,o,o,b,b,possibilidade de fim de jogo
b,o,o,b,x,x,o,x,o,possibilidade de fim de jogo
b,o,o,o,x,o,x,b,b,possibilidade de fim de jogo
x,o,b,o,x,o,b,o,b,possibilidade de fim de jogo
o,b,b,b,x,x,x,o,o,possibilidade de fim de jogo
o,b,o,x,x,b,b,o,b,possibilidade de fim de jogo
x,x,x,x,b,o,o,b,o,possibilidade de fim de jogo
x,x,o,o,x,x,x,o,o,empate
x,x,o,o,o,x,x,x,o,empate
x,x,o,o,o,x,x,o,x,empate
x,x,o,o,o,x,x,o,o,empate
x,o,x,x,x,o,o,x,o,empate
x,o,x,x,o,x,o,x,o,empate
x,o,x,x,o,o,o,x,x,empate
x,o,x,x,o,o,o,x,o,empate
x,o,x,o,x,x,o,x,o,empate
x,o,x,o,x,o,o,x,o,empate
x,o,x,o,o,x,x,x,o,empate
x,o,x,o,o,x,o,x,o,empate
x,o,o,o,x,x,x,x,o,empate
x,o,o,o,x,x,x,o,o,empate
x,o,o,o,x,x,o,x,o,empate
x,o,o,o,o,x,x,x,o,empate
o,x,x,x,x,o,o,o,x,empate
o,x,x,x,o,o,x,o,x,empate
o,x,x,x,o,o,o,x,x,empate
o,x,x,x,o,o,o,o,x,empate
o,x,o,x,x,o,x,o,x,empate
o,x,o,x,x,o,o,o,x,empate
o,x,o,x,o,x,x,o,x,empate
o,x,o,x,o,o,x,o,x,empate
o,x,o,o,x,x,x,o,x,empate
o,x,o,o,x,x,x,o,o,empate
o,x,o,o,x,o,x,o,x,empate
o,x,o,o,o,x,x,o,x,empate
o,o,x,x,x,o,o,x,x,empate
o,o,x,x,x,o,o,x,o,empate
o,o,x,x,x,o,o,o,x,empate
o,o,x,x,o,o,o,x,x,empate
